Nombre;Edad;RUN;Universidad;Carrera;Mail;Calculo;Algebra;Fisica;FPI
Pauline;42;24.744.684-4;UdChile;Bachi;Pauline@UdChile.edu;1.0;1.8;5.9;1.3
Ronny;50;19.515.707-4;UdChile;Electrica;Ronny@UdChile.com;3.2;4.8;2.8;6.3
Adel;21;19.448.289-3;UCatolica;Informatica;Adel@UCatolica.cl;3.4;3.9;6.6;1.2
Ottilie;22;29.629.974-1;UTEM;Electrica;Ottilie@UTEM.com;2.2;3.9;4.1;4.7
Kylie;52;29.603.921-7;UCatolica;Obras;Kylie@UCatolica.cl;6.1;5.7;4.9;3.6
Denni;20;10.424.534-9;UCatolica;Quimica;Denni@UCatolica.edu;6.4;5.0;6.9;6.1
Terese;36;11.901.606-1;Usach;Bachi;Terese@Usach.edu;4.9;4.7;2.7;6.5
Nanni;20;14.333.550-K;UTEM;Bachi;Nanni@UTEM.com;6.6;4.6;1.8;6.6
Ingeborg;19;19.509.401-0;UTEM;Electrica;Ingeborg@UTEM.edu;4.9;1.6;1.0;4.4
Starlene;40;16.570.437-7;UTEM;Obras;Starlene@UTEM.edu;3.1;6.9;5.8;3.4
Ros;39;14.086.414-K;Usach;Electrica;Ros@Usach.com;4.8;4.7;2.2;2.2
Hortensia;25;16.541.764-2;Usach;Quimica;Hortensia@Usach.com;3.0;5.3;5.1;6.8
Hesther;33;20.011.837-5;UdChile;Electrica;Hesther@UdChile.edu;2.8;1.9;1.6;3.0
Caresa;50;14.879.201-1;UdChile;Obras;Caresa@UdChile.cl;3.5;2.7;3.4;6.3
Joni;49;23.970.699-6;Usach;Bachi;Joni@Usach.edu;3.3;1.5;4.7;3.8
Kiley;33;15.104.372-0;Usach;Bachi;Kiley@Usach.cl;5.1;4.7;3.2;3.7
Delcina;45;22.529.464-7;UTEM;Quimica;Delcina@UTEM.edu;2.9;1.2;2.2;5.4
Augustina;33;26.424.233-9;UTEM;Obras;Augustina@UTEM.edu;3.5;6.2;6.9;2.1
Neille;54;27.883.472-9;Usach;Bachi;Neille@Usach.cl;2.6;2.7;4.7;2.0
Annabel;25;19.549.367-6;UCatolica;Bachi;Annabel@UCatolica.cl;4.4;3.3;4.4;2.7
Belia;52;11.119.447-3;UTEM;Electrica;Belia@UTEM.com;6.4;6.2;4.0;6.2
Magdalene;39;16.162.787-8;UdChile;Obras;Magdalene@UdChile.cl;2.9;2.4;4.1;4.6
Salome;54;13.814.523-5;UdChile;Informatica;Salome@UdChile.com;6.6;1.5;6.3;6.4
Di;27;29.251.246-6;UTEM;Quimica;Di@UTEM.cl;1.7;5.8;3.1;2.8
Erminie;25;29.415.887-5;UCatolica;Informatica;Erminie@UCatolica.edu;4.6;5.9;4.1;1.6
Caro;55;14.749.910-0;UTEM;Informatica;Caro@UTEM.edu;4.2;3.0;4.6;3.9
Delores;47;26.618.069-0;UdChile;Obras;Delores@UdChile.edu;6.4;1.4;5.2;5.1
Zara;21;27.274.134-3;UdChile;Quimica;Zara@UdChile.cl;2.1;5.5;5.7;2.8
Viviene;51;19.911.182-5;UCatolica;Obras;Viviene@UCatolica.edu;4.4;6.0;1.0;2.1
Kordula;40;26.098.825-2;UdChile;Informatica;Kordula@UdChile.cl;6.5;4.6;1.3;3.1
Anselma;26;23.503.951-K;UdChile;Electrica;Anselma@UdChile.cl;4.3;1.5;2.1;6.7
Malinda;36;11.696.853-3;UCatolica;Bachi;Malinda@UCatolica.cl;4.6;3.9;6.5;3.5
Joane;37;20.885.730-2;UTEM;Bachi;Joane@UTEM.cl;4.3;3.6;3.8;1.3
Donna;22;29.028.354-6;UTEM;Informatica;Donna@UTEM.cl;6.7;1.1;4.0;6.1
Dagmar;37;14.912.041-1;UTEM;Electrica;Dagmar@UTEM.com;6.4;5.7;3.9;4.5
Debera;41;14.297.896-0;UCatolica;Bachi;Debera@UCatolica.com;1.9;6.9;1.0;2.9
Harmonia;54;28.147.969-6;UdChile;Informatica;Harmonia@UdChile.edu;5.3;3.3;5.5;2.2
Brandi;24;18.821.345-8;UCatolica;Informatica;Brandi@UCatolica.com;2.9;1.6;2.3;5.8
Mame;32;17.542.849-5;UTEM;Electrica;Mame@UTEM.cl;5.2;2.4;3.8;5.4
Jacquenette;44;15.369.475-4;UdChile;Informatica;Jacquenette@UdChile.edu;6.1;5.4;2.7;3.2
Louisette;39;25.827.059-4;UdChile;Obras;Louisette@UdChile.edu;4.5;1.5;3.0;1.7
Karilynn;27;19.743.570-0;UTEM;Electrica;Karilynn@UTEM.cl;5.7;1.3;1.6;2.9
Christin;47;11.383.486-1;UdChile;Informatica;Christin@UdChile.edu;5.6;5.5;5.2;2.5
Lucina;45;24.606.608-3;UCatolica;Bachi;Lucina@UCatolica.cl;3.1;5.5;3.4;5.7
Karole;30;29.343.540-7;Usach;Informatica;Karole@Usach.cl;5.1;4.0;2.6;3.1
Aurel;51;23.351.432-1;UdChile;Bachi;Aurel@UdChile.edu;6.8;5.8;1.4;3.5
Shelagh;41;20.611.501-3;UTEM;Quimica;Shelagh@UTEM.cl;2.2;2.9;6.6;4.1
Vicky;23;17.951.972-4;UTEM;Bachi;Vicky@UTEM.com;3.0;6.9;5.5;5.6
Aloise;43;17.380.549-6;UdChile;Quimica;Aloise@UdChile.com;6.5;2.6;4.9;1.7
Evangelin;37;22.538.340-6;UdChile;Informatica;Evangelin@UdChile.edu;4.5;4.9;4.2;5.5
Pauli;18;12.169.195-0;UCatolica;Informatica;Pauli@UCatolica.edu;4.7;1.8;2.2;4.6
Zora;34;21.916.325-0;UCatolica;Obras;Zora@UCatolica.cl;1.9;5.5;3.7;3.6
Zelda;19;27.066.021-6;UdChile;Informatica;Zelda@UdChile.com;5.1;4.4;1.1;3.8
Olimpia;45;20.318.908-7;Usach;Bachi;Olimpia@Usach.cl;3.5;6.0;1.1;3.5
Cathyleen;20;28.777.981-7;UdChile;Bachi;Cathyleen@UdChile.edu;6.9;3.6;5.2;2.5
Hailee;24;12.081.824-0;UdChile;Informatica;Hailee@UdChile.cl;1.2;4.7;6.8;2.9
Avivah;17;12.028.619-0;UdChile;Informatica;Avivah@UdChile.edu;5.3;5.4;3.8;5.0
Betti;52;23.970.692-8;UCatolica;Electrica;Betti@UCatolica.edu;6.7;1.6;1.2;5.7
Fedora;35;28.345.428-3;UdChile;Bachi;Fedora@UdChile.cl;1.8;4.1;2.0;5.1
Cody;41;16.105.347-7;UTEM;Electrica;Cody@UTEM.cl;3.6;2.8;3.2;6.0
Carmella;47;22.533.565-4;UdChile;Quimica;Carmella@UdChile.com;4.6;5.4;3.4;5.0
Valentina;23;22.754.497-1;UdChile;Bachi;Valentina@UdChile.cl;1.2;4.1;2.5;2.1
Irina;28;18.887.937-9;Usach;Electrica;Irina@Usach.cl;4.4;6.4;2.3;4.0
Darcy;19;22.661.872-5;UdChile;Informatica;Darcy@UdChile.cl;1.7;5.3;5.3;2.5
Feodora;29;13.747.878-4;Usach;Quimica;Feodora@Usach.edu;1.8;4.9;1.4;1.1
Claudie;55;19.564.799-2;UdChile;Informatica;Claudie@UdChile.edu;2.1;5.9;4.9;6.2
Zitella;27;15.586.914-2;UTEM;Obras;Zitella@UTEM.edu;6.3;1.1;2.7;1.0
Estrella;31;18.697.059-K;Usach;Quimica;Estrella@Usach.cl;3.1;5.2;6.3;6.4
Ella;19;15.359.150-6;UCatolica;Quimica;Ella@UCatolica.com;6.1;2.2;2.9;3.0
Brittni;54;10.300.000-1;UCatolica;Obras;Brittni@UCatolica.cl;2.9;1.4;4.1;2.3
Marijo;30;13.953.045-K;UTEM;Obras;Marijo@UTEM.cl;5.7;3.5;6.4;3.8
Binny;26;10.687.363-6;UdChile;Quimica;Binny@UdChile.cl;2.0;2.2;5.9;2.3
Teresa;29;17.160.834-1;Usach;Electrica;Teresa@Usach.com;1.7;4.3;6.8;6.5
Philippine;31;14.956.450-0;UCatolica;Informatica;Philippine@UCatolica.com;6.8;2.3;5.2;4.0
Carroll;54;25.119.630-8;UdChile;Electrica;Carroll@UdChile.cl;5.3;3.2;4.2;3.1
Karee;27;13.128.056-K;UTEM;Informatica;Karee@UTEM.com;1.3;3.4;3.6;3.4
Phylys;48;10.235.958-K;Usach;Informatica;Phylys@Usach.cl;2.6;2.1;5.1;3.2
Beilul;33;22.987.124-4;UdChile;Obras;Beilul@UdChile.com;3.2;5.3;1.6;1.9
Clary;46;26.025.272-2;Usach;Informatica;Clary@Usach.edu;4.9;6.6;1.8;3.3
Cindee;51;20.007.849-8;UTEM;Electrica;Cindee@UTEM.com;2.7;3.9;5.6;3.5
Tamqrah;52;19.780.111-0;UCatolica;Informatica;Tamqrah@UCatolica.com;3.6;4.3;6.8;3.5
Marybelle;54;24.798.477-8;UdChile;Electrica;Marybelle@UdChile.edu;4.1;1.8;4.2;2.1
Bettye;47;10.639.870-4;UTEM;Quimica;Bettye@UTEM.edu;4.2;4.0;2.0;3.1
Millisent;31;21.018.486-K;UCatolica;Electrica;Millisent@UCatolica.com;4.4;1.2;3.2;1.8
Carmelina;18;26.421.984-K;UCatolica;Quimica;Carmelina@UCatolica.cl;6.0;4.2;2.1;1.3
Olivia;38;11.481.267-5;UTEM;Quimica;Olivia@UTEM.cl;3.3;5.1;5.2;3.8
Elysee;21;28.232.448-K;Usach;Quimica;Elysee@Usach.cl;6.2;4.6;2.4;2.7
Lydie;42;16.718.329-7;Usach;Quimica;Lydie@Usach.cl;6.8;4.8;6.3;5.2
Arlina;48;28.995.806-6;UTEM;Electrica;Arlina@UTEM.cl;4.9;4.9;4.6;5.0
Adelle;27;24.742.147-7;UdChile;Quimica;Adelle@UdChile.com;5.5;3.6;4.7;3.2
Guillema;17;21.333.728-7;UCatolica;Quimica;Guillema@UCatolica.edu;4.5;5.5;2.4;2.4
Prudence;25;22.274.997-6;UdChile;Obras;Prudence@UdChile.cl;4.5;1.2;2.8;5.8
Agace;52;11.712.596-2;UCatolica;Electrica;Agace@UCatolica.edu;5.9;2.9;6.9;3.1
Virginia;48;11.867.478-9;Usach;Informatica;Virginia@Usach.cl;6.1;1.1;4.6;4.7
Reine;23;14.655.762-8;UTEM;Bachi;Reine@UTEM.cl;1.8;2.8;4.4;6.4
Margaretha;27;13.034.267-K;UTEM;Quimica;Margaretha@UTEM.cl;5.1;2.7;4.2;3.8
Jolie;46;13.624.041-9;UTEM;Obras;Jolie@UTEM.cl;1.1;6.3;5.9;5.2
Florentia;40;18.145.483-9;Usach;Electrica;Florentia@Usach.com;2.7;2.6;4.2;1.1
Robbin;18;29.936.013-K;Usach;Informatica;Robbin@Usach.com;2.3;5.4;2.4;6.1
Mallorie;21;23.541.136-5;UTEM;Bachi;Mallorie@UTEM.cl;6.0;5.8;4.0;2.0
Kirsten;30;18.450.004-0;UTEM;Quimica;Kirsten@UTEM.cl;1.9;1.1;1.8;5.0
Corrinne;43;18.126.614-7;UdChile;Electrica;Corrinne@UdChile.com;4.6;2.5;5.5;4.3
Evaleen;51;27.565.917-K;UCatolica;Quimica;Evaleen@UCatolica.com;5.7;4.1;1.8;6.3
Renie;50;20.278.709-7;Usach;Obras;Renie@Usach.cl;3.8;1.1;5.3;2.6
Margeaux;43;16.586.285-4;Usach;Obras;Margeaux@Usach.edu;1.3;4.0;2.8;5.0
Hilliary;29;22.717.825-7;UCatolica;Electrica;Hilliary@UCatolica.cl;2.1;6.7;5.5;6.1
Gillan;50;28.648.155-2;UTEM;Electrica;Gillan@UTEM.cl;5.0;1.3;4.2;4.5
Leta;45;14.885.092-7;Usach;Electrica;Leta@Usach.edu;2.9;6.5;1.1;2.6
Athene;33;25.009.573-3;UCatolica;Quimica;Athene@UCatolica.edu;5.8;1.5;4.7;6.3
Shaine;25;29.213.648-0;UTEM;Informatica;Shaine@UTEM.com;6.1;6.6;1.1;1.6
Anabal;37;11.160.370-K;UdChile;Bachi;Anabal@UdChile.com;4.5;1.1;4.2;6.6
Inesita;47;14.870.416-K;Usach;Electrica;Inesita@Usach.edu;2.9;4.1;4.1;6.8
Thomasina;46;14.248.331-2;Usach;Informatica;Thomasina@Usach.edu;5.7;2.8;4.2;5.2
Yevette;36;11.985.013-5;Usach;Informatica;Yevette@Usach.com;5.3;5.2;2.4;3.9
Eugenia;28;25.997.780-0;Usach;Electrica;Eugenia@Usach.edu;6.3;3.4;5.5;5.2
Kessiah;18;13.840.136-9;UTEM;Bachi;Kessiah@UTEM.com;3.5;6.1;3.0;6.2
Delphine;36;13.736.381-0;UdChile;Obras;Delphine@UdChile.edu;5.0;1.6;2.7;1.1
Sari;52;22.414.174-1;UdChile;Quimica;Sari@UdChile.cl;6.6;3.5;1.7;2.6
Leontyne;51;27.290.332-4;Usach;Electrica;Leontyne@Usach.cl;2.8;5.3;4.5;4.9
Ronnica;23;17.503.543-8;UCatolica;Obras;Ronnica@UCatolica.edu;4.3;3.6;5.7;6.0
Madelina;35;22.958.448-K;UTEM;Obras;Madelina@UTEM.edu;3.2;1.0;6.2;4.9
Nadiya;43;20.779.700-7;Usach;Obras;Nadiya@Usach.edu;3.2;4.8;2.7;4.1
Rivi;52;13.713.429-6;UTEM;Quimica;Rivi@UTEM.cl;3.7;3.6;1.7;6.7
Illa;51;23.447.497-K;Usach;Bachi;Illa@Usach.com;5.9;3.4;3.7;2.7
Oralie;18;15.733.524-9;UdChile;Bachi;Oralie@UdChile.edu;4.0;5.6;6.1;6.6
Coralie;36;20.315.054-8;Usach;Electrica;Coralie@Usach.cl;5.3;3.8;3.3;6.6
Allyce;30;29.547.089-3;UCatolica;Obras;Allyce@UCatolica.cl;1.7;4.5;3.9;2.7
Thea;33;26.531.503-5;Usach;Bachi;Thea@Usach.cl;3.3;3.0;1.9;2.4
Halley;22;17.851.505-9;UTEM;Obras;Halley@UTEM.edu;3.5;5.9;5.7;2.5
Camala;18;12.850.890-7;UCatolica;Obras;Camala@UCatolica.com;1.8;3.2;1.1;3.9
Dulcinea;26;13.408.281-8;UdChile;Informatica;Dulcinea@UdChile.com;4.8;2.3;5.0;1.7
Ibby;25;17.070.768-7;Usach;Informatica;Ibby@Usach.cl;6.9;5.0;2.2;1.5
Paolina;17;29.180.058-9;UdChile;Informatica;Paolina@UdChile.com;1.2;2.9;3.2;3.9
Lolly;38;15.849.771-3;UCatolica;Quimica;Lolly@UCatolica.edu;1.1;6.0;6.8;3.3
Jennie;32;28.701.833-6;UdChile;Quimica;Jennie@UdChile.com;6.2;2.2;1.1;1.6
Joby;18;11.685.562-3;UTEM;Electrica;Joby@UTEM.cl;2.6;4.7;5.7;1.0
Orelle;26;27.263.150-1;UTEM;Informatica;Orelle@UTEM.edu;4.0;2.2;4.0;4.7
Arline;38;18.934.730-9;UTEM;Informatica;Arline@UTEM.edu;1.6;2.7;5.2;3.7
Willi;54;22.287.619-7;UdChile;Informatica;Willi@UdChile.cl;5.1;6.0;1.7;2.4
Addia;41;24.104.081-0;UCatolica;Electrica;Addia@UCatolica.edu;5.2;2.8;6.9;2.7
Kial;41;24.833.641-7;UTEM;Informatica;Kial@UTEM.com;1.5;1.7;6.9;6.8
Germain;48;29.368.646-0;UTEM;Electrica;Germain@UTEM.cl;2.1;4.7;1.6;5.8
Roshelle;33;10.191.894-9;UdChile;Electrica;Roshelle@UdChile.cl;4.0;2.0;4.7;5.0
Nancie;28;24.419.291-K;UdChile;Informatica;Nancie@UdChile.com;3.6;5.7;4.0;3.8
Kaleena;55;20.410.447-1;UTEM;Quimica;Kaleena@UTEM.edu;6.1;6.0;4.5;4.3
Adriaens;42;16.444.412-9;UCatolica;Quimica;Adriaens@UCatolica.com;4.3;3.9;2.1;6.9
Margaux;32;25.347.848-3;UCatolica;Informatica;Margaux@UCatolica.edu;6.5;2.2;1.3;1.1
Sayre;40;17.711.703-4;UCatolica;Quimica;Sayre@UCatolica.cl;3.2;1.4;1.1;4.0
Ofilia;23;22.110.360-9;UCatolica;Obras;Ofilia@UCatolica.cl;3.4;5.1;5.9;2.1
Shirl;25;13.625.869-9;Usach;Obras;Shirl@Usach.cl;5.8;2.2;1.2;1.0
Sibeal;49;21.330.710-0;UTEM;Informatica;Sibeal@UTEM.cl;4.7;5.4;3.7;1.7
Larina;32;26.832.941-3;UCatolica;Obras;Larina@UCatolica.cl;3.8;3.6;2.5;2.6
Ramonda;30;10.814.780-1;UTEM;Obras;Ramonda@UTEM.com;5.3;3.8;3.1;2.1
Yovonnda;42;21.236.947-7;UTEM;Quimica;Yovonnda@UTEM.cl;6.4;4.3;6.0;5.2
Kissie;23;28.240.886-5;Usach;Informatica;Kissie@Usach.cl;1.0;1.2;6.0;4.9
Tandi;31;19.213.505-7;UCatolica;Electrica;Tandi@UCatolica.cl;5.5;2.1;1.6;5.9
Kalie;31;11.563.303-3;UCatolica;Electrica;Kalie@UCatolica.com;6.2;6.9;3.0;6.5
Chastity;47;13.922.108-8;UTEM;Obras;Chastity@UTEM.com;6.7;2.1;1.3;6.6
Ailsun;35;22.480.279-6;UdChile;Obras;Ailsun@UdChile.edu;2.7;1.5;2.5;2.1
Tamiko;28;19.950.937-4;UdChile;Bachi;Tamiko@UdChile.edu;6.0;3.7;4.0;5.0
Wenonah;17;10.947.340-2;Usach;Electrica;Wenonah@Usach.com;6.7;1.9;1.2;3.9
Traci;42;12.763.871-8;UCatolica;Informatica;Traci@UCatolica.edu;4.5;5.4;4.4;4.1
Joly;36;23.336.348-0;UdChile;Bachi;Joly@UdChile.com;2.3;3.0;5.3;3.7
Yetta;48;15.355.871-3;UCatolica;Quimica;Yetta@UCatolica.cl;2.6;2.5;3.9;1.8
Maybelle;42;16.200.027-4;UTEM;Quimica;Maybelle@UTEM.cl;1.0;3.9;5.0;1.6
Zonda;41;16.177.788-7;UTEM;Informatica;Zonda@UTEM.edu;6.6;2.4;5.6;3.5
Bren;32;26.481.292-1;UCatolica;Obras;Bren@UCatolica.com;1.0;5.0;6.4;2.2
Scarlet;19;26.003.592-8;Usach;Bachi;Scarlet@Usach.com;5.6;2.5;6.3;5.9
Silvia;24;28.640.063-0;UdChile;Quimica;Silvia@UdChile.com;4.6;1.4;4.5;5.8
Carilyn;31;20.920.135-6;UTEM;Obras;Carilyn@UTEM.com;3.2;3.9;6.8;2.0
Cassondra;52;26.318.705-1;UTEM;Bachi;Cassondra@UTEM.com;5.1;3.9;5.4;1.8
Brook;39;26.908.347-5;UdChile;Informatica;Brook@UdChile.com;4.0;4.8;5.9;3.9
Alissa;17;17.968.596-3;UdChile;Obras;Alissa@UdChile.com;4.3;4.3;4.9;4.1
Ines;37;25.548.146-4;UTEM;Informatica;Ines@UTEM.com;4.8;3.1;4.4;6.3
Jannelle;49;25.991.846-3;Usach;Obras;Jannelle@Usach.com;1.9;2.3;2.8;5.5
Allissa;48;10.664.033-5;UTEM;Electrica;Allissa@UTEM.com;2.4;4.3;5.2;2.1
Jaquelin;18;22.838.301-3;UdChile;Obras;Jaquelin@UdChile.com;6.5;4.3;4.3;3.4
Lianne;54;12.649.343-7;UdChile;Obras;Lianne@UdChile.edu;5.2;1.8;5.3;3.1
Paloma;34;26.553.892-0;UTEM;Informatica;Paloma@UTEM.cl;1.9;6.6;1.6;1.5
Melisandra;38;20.093.392-2;UCatolica;Informatica;Melisandra@UCatolica.com;1.0;1.7;6.6;6.5
Jacquelynn;28;13.370.589-K;UTEM;Informatica;Jacquelynn@UTEM.edu;5.6;4.4;5.3;4.1
Onida;24;16.439.652-0;UTEM;Electrica;Onida@UTEM.edu;1.6;2.2;6.5;1.2
Saloma;55;28.682.633-9;UTEM;Informatica;Saloma@UTEM.edu;1.7;1.8;4.0;3.9
Constantia;29;15.009.332-7;UTEM;Quimica;Constantia@UTEM.com;5.8;5.2;4.0;2.8
Junina;29;10.306.600-1;UTEM;Obras;Junina@UTEM.edu;3.6;4.9;3.0;1.4
Teri;48;28.136.085-K;UdChile;Bachi;Teri@UdChile.edu;3.2;4.3;5.0;4.4
Charmian;21;28.387.485-2;UCatolica;Electrica;Charmian@UCatolica.cl;6.7;4.1;5.0;1.6
Alisha;32;11.265.383-2;UdChile;Bachi;Alisha@UdChile.cl;2.6;5.2;6.2;6.4
Sherill;27;26.982.756-0;UdChile;Quimica;Sherill@UdChile.cl;4.5;1.6;4.4;4.7
Corella;28;24.641.570-7;UTEM;Informatica;Corella@UTEM.edu;6.4;4.9;3.6;3.3
Desirae;21;17.793.065-K;Usach;Quimica;Desirae@Usach.com;3.4;1.2;5.7;3.3
Sybille;40;24.318.188-8;Usach;Electrica;Sybille@Usach.cl;5.9;1.8;4.7;4.4
Dari;43;10.018.875-0;UCatolica;Bachi;Dari@UCatolica.cl;5.5;5.5;6.1;4.5
Alix;51;14.259.870-5;UCatolica;Informatica;Alix@UCatolica.cl;6.2;1.0;5.7;5.4
Tybie;22;16.074.436-4;Usach;Informatica;Tybie@Usach.com;1.1;6.7;6.1;6.5
Catlin;39;22.236.014-5;UdChile;Obras;Catlin@UdChile.edu;3.7;4.2;2.9;1.5
Latashia;21;25.888.642-1;UTEM;Quimica;Latashia@UTEM.cl;5.6;1.5;5.8;5.7
Lily;17;23.112.824-0;Usach;Quimica;Lily@Usach.com;1.1;5.3;2.9;5.9
Grier;27;20.645.418-2;Usach;Bachi;Grier@Usach.edu;4.5;3.4;6.7;3.6
Mira;40;23.065.208-1;Usach;Informatica;Mira@Usach.edu;6.6;5.1;2.7;1.5
Allsun;25;11.663.732-8;UTEM;Electrica;Allsun@UTEM.com;1.7;3.2;5.1;2.7
Dominique;27;15.674.419-4;UdChile;Electrica;Dominique@UdChile.cl;6.8;6.5;4.1;1.5
Larisa;54;25.239.320-7;UTEM;Electrica;Larisa@UTEM.cl;5.6;5.4;3.9;3.2
Evangelia;20;20.362.671-4;Usach;Obras;Evangelia@Usach.edu;2.5;2.2;2.3;5.3
Susi;29;24.505.294-8;UdChile;Electrica;Susi@UdChile.edu;1.6;1.2;2.6;1.9
Melinda;27;28.122.719-5;UdChile;Obras;Melinda@UdChile.cl;6.7;1.5;4.7;4.5
Effie;49;28.188.640-6;UCatolica;Quimica;Effie@UCatolica.edu;3.1;4.4;1.2;6.6
Cassy;25;11.866.668-0;UCatolica;Informatica;Cassy@UCatolica.com;1.5;2.3;6.3;2.1
Loise;38;29.095.017-0;UCatolica;Obras;Loise@UCatolica.edu;3.1;1.2;3.8;6.4
Jackie;53;21.478.065-6;UTEM;Electrica;Jackie@UTEM.edu;6.4;2.5;6.7;3.2
Elsi;47;13.512.890-2;UTEM;Quimica;Elsi@UTEM.com;3.1;5.5;5.7;5.3
Bess;23;11.260.197-K;Usach;Bachi;Bess@Usach.edu;2.2;3.2;1.0;3.8
Charo;47;22.572.872-6;UdChile;Obras;Charo@UdChile.edu;4.3;5.0;4.9;3.3
Steffane;53;15.032.048-3;UTEM;Obras;Steffane@UTEM.cl;3.6;3.6;5.4;3.6
Charity;27;21.997.117-K;UTEM;Quimica;Charity@UTEM.cl;3.7;3.4;1.0;6.2
Viola;30;12.251.842-8;Usach;Bachi;Viola@Usach.edu;6.7;4.8;5.9;5.5
Ariella;33;27.791.417-5;UTEM;Quimica;Ariella@UTEM.com;2.0;5.5;6.4;4.2
Marris;45;12.572.233-5;UTEM;Quimica;Marris@UTEM.edu;4.3;2.8;3.8;2.8
Agna;35;10.483.876-3;UTEM;Bachi;Agna@UTEM.com;6.8;2.0;4.2;3.9
Frank;39;19.360.964-6;UCatolica;Obras;Frank@UCatolica.cl;2.3;5.3;6.0;1.1
Brittne;51;21.147.529-8;UTEM;Obras;Brittne@UTEM.com;5.3;4.5;5.2;6.3
Nanice;24;10.378.273-0;UCatolica;Informatica;Nanice@UCatolica.cl;1.8;1.6;4.0;5.9
Micky;18;21.209.822-4;Usach;Bachi;Micky@Usach.cl;3.1;3.2;1.8;3.6
Myrtie;37;21.109.576-4;Usach;Informatica;Myrtie@Usach.edu;1.9;3.2;1.4;2.3
Dorrie;24;26.528.872-9;UTEM;Electrica;Dorrie@UTEM.cl;4.4;2.1;5.5;4.5
Caitlin;46;28.539.872-5;UdChile;Informatica;Caitlin@UdChile.cl;5.0;1.0;2.4;5.0
Godiva;27;28.340.910-2;UTEM;Obras;Godiva@UTEM.com;1.4;4.2;2.7;3.8
Chickie;24;19.478.079-1;UdChile;Electrica;Chickie@UdChile.cl;3.2;1.9;1.3;2.9
Shandee;41;26.105.138-6;Usach;Informatica;Shandee@Usach.com;1.0;4.5;6.3;6.6
Morna;49;25.250.101-0;Usach;Obras;Morna@Usach.cl;6.5;6.0;3.5;3.2
Gerti;52;25.589.440-6;UCatolica;Bachi;Gerti@UCatolica.com;1.7;1.4;4.4;5.3
Veronike;39;11.597.426-2;UTEM;Informatica;Veronike@UTEM.edu;5.1;4.8;1.3;6.0
Hyacinth;53;10.236.871-1;UdChile;Bachi;Hyacinth@UdChile.cl;1.2;5.7;1.7;6.5
Tonia;29;21.189.142-3;UdChile;Informatica;Tonia@UdChile.cl;1.3;6.8;4.8;4.3
Lilllie;47;28.651.739-9;UTEM;Quimica;Lilllie@UTEM.edu;1.0;6.8;3.2;1.6
Elinore;49;14.909.504-K;UdChile;Quimica;Elinore@UdChile.cl;6.2;1.8;4.9;1.0
Waneta;33;21.237.992-4;UCatolica;Quimica;Waneta@UCatolica.edu;2.0;4.6;2.0;4.7
Riannon;20;10.000.186-6;UdChile;Quimica;Riannon@UdChile.cl;4.8;3.1;6.5;2.2
Abbi;29;26.296.412-2;UdChile;Electrica;Abbi@UdChile.cl;4.6;2.3;2.9;4.5
Dorice;18;24.380.302-2;UTEM;Obras;Dorice@UTEM.com;3.8;5.5;6.6;6.1
Denna;39;12.979.203-5;UdChile;Obras;Denna@UdChile.edu;2.5;5.1;6.1;2.7
Leeanne;22;17.389.387-4;UCatolica;Bachi;Leeanne@UCatolica.cl;3.7;4.3;3.1;1.3
Dorolisa;42;17.527.509-1;Usach;Obras;Dorolisa@Usach.edu;3.4;6.3;1.5;5.4
Abbie;33;21.610.086-7;UTEM;Bachi;Abbie@UTEM.com;3.9;3.4;3.8;1.6
Fredericka;51;13.020.759-5;Usach;Bachi;Fredericka@Usach.cl;6.0;2.4;6.0;3.6
Theda;22;23.054.367-4;UTEM;Obras;Theda@UTEM.cl;6.6;4.1;2.3;6.8
Deloris;34;24.816.213-4;UTEM;Informatica;Deloris@UTEM.edu;1.6;1.4;2.9;2.7
Cam;38;29.430.997-8;UTEM;Electrica;Cam@UTEM.edu;1.8;5.4;6.0;2.7
Tamra;49;25.391.901-K;UCatolica;Obras;Tamra@UCatolica.cl;3.3;4.1;2.6;6.4
Kanya;45;27.630.248-3;UCatolica;Electrica;Kanya@UCatolica.cl;5.6;1.8;6.6;1.8
Jillene;50;12.661.431-7;UCatolica;Obras;Jillene@UCatolica.edu;4.6;6.1;6.3;1.2
Josephine;35;10.805.588-K;UdChile;Informatica;Josephine@UdChile.edu;1.2;6.9;2.5;5.0
Wendeline;17;18.124.674-9;UdChile;Electrica;Wendeline@UdChile.com;6.8;3.6;6.9;4.2
Gussie;55;28.317.589-4;UTEM;Informatica;Gussie@UTEM.cl;4.6;5.2;6.2;4.2
Jordana;31;19.942.708-2;UTEM;Informatica;Jordana@UTEM.com;1.7;3.3;3.3;4.5
Debby;36;22.776.177-2;UCatolica;Obras;Debby@UCatolica.edu;1.5;4.5;6.1;5.5
Bellanca;33;10.885.059-8;UCatolica;Bachi;Bellanca@UCatolica.com;5.5;5.2;2.1;4.5
Gilberta;30;18.645.654-4;UdChile;Obras;Gilberta@UdChile.edu;1.5;3.8;3.5;2.4
Junie;47;17.239.927-9;UCatolica;Quimica;Junie@UCatolica.cl;4.6;3.6;4.2;5.7
Andi;45;11.040.955-8;UCatolica;Bachi;Andi@UCatolica.cl;6.7;3.7;5.5;2.5
